Nombre,Genero,Peso,Altura,Edad,Actividad Fisica,Ecuacion,Objetivos,Recomendacion,Calorias consumidas por dia,Carbohidratos,Proteinas,Lipidos,Desayuno,Almuerzo,Cena,Desayuno KCal,Almuerzo KCal,Cena KCal,Dia,Requerimiento (Kcal diarias)
Ignacio Ortiz,Hombre,157,193,53,1,Harris,Aumentar masa muscular,Aumentar proteinas,1374.8,205.9,180.9,60.7,Bubble and squeak,Roast pepper and sundried tomato crostini,Callaloo (crab and spinach soup),328,41,118,Viernes,2817.0
"Ignacio Ortiz,Hombre,157,193,53,1,Harris,Aumentar masa muscular,Aumentar proteinas,1374.8,205.9,180.9,60.7,""Chicken, squash and coriander pilaf"",Golden Soup,Roasted chicory and orange salad,404,63,60,Sábado,2817.0"
"Ignacio Ortiz,Hombre,157,193,53,1,Harris,Aumentar masa muscular,Aumentar proteinas,1374.8,205.9,180.9,60.7,Mushroom ragu,""Goat’s cheese, beetroot and walnut salad"",Macaroni cheese,179,219,444,Domingo,2817.0"
Hector Soto,Hombre,160,170,34,2,Harris,Bajar de peso,Hacer ejercicio,2138.4,169.0,199.4,63.8,Chocolate orange soufflé,Mediterranean pasta salad,Vegetable chilli,101,422,129,Lunes,2854.7
Hector Soto,Hombre,160,170,34,2,Harris,Bajar de peso,Hacer ejercicio,2138.4,169.0,199.4,63.8,Pork balls with tomato sauce and spaghetti,Caponata,Sweet and sour pork,486,136,234,Martes,2854.7
Hector Soto,Hombre,160,170,34,2,Harris,Bajar de peso,Hacer ejercicio,2138.4,169.0,199.4,63.8,Virgin mojito,Spiced apple polenta bites,Roasted Cauliflower,5,50,73,Miércoles,2854.7
Hector Soto,Hombre,160,170,34,2,Harris,Bajar de peso,Hacer ejercicio,2138.4,169.0,199.4,63.8,Speedy salmon pasta,Scandinavian pickled cucumber and salad sandwich,Smoked salmon and chive mini tartlets,520,151,59,Jueves,2854.7
Hector Soto,Hombre,160,170,34,2,Harris,Bajar de peso,Hacer ejercicio,2138.4,169.0,199.4,63.8,Turkey burger,Tuscan bean soup,Bleeding heart Halloween cake,297,147,153,Viernes,2854.7
Hector Soto,Hombre,160,170,34,2,Harris,Bajar de peso,Hacer ejercicio,2138.4,169.0,199.4,63.8,Turkey and chickpea curry,Apple and cranberry sauce,Sweet and sour pork,447,41,234,Sábado,2854.7
Hector Soto,Hombre,160,170,34,2,Harris,Bajar de peso,Hacer ejercicio,2138.4,169.0,199.4,63.8,Baked pesto chicken with citrus couscous,Perfect pancakes,Baked cod with parsley and horseradish crust,596,73,159,Domingo,2854.7
Esteban Rodriguez,Hombre,124,213,65,3,Mifflin,Tomar la glicemia,Aumentar proteinas,2924.7,117.6,119.0,54.9,Stuffed baked aubergine,Potato pizza,Coconut rice pudding,235,357,206,Lunes,2251.2
Esteban Rodriguez,Hombre,124,213,65,3,Mifflin,Tomar la glicemia,Aumentar proteinas,2924.7,117.6,119.0,54.9,Raspberry frozen yogurt,Tortillas stuffed with chicken and salad,Chocolate brownies,57,484,167,Martes,2251.2
Esteban Rodriguez,Hombre,124,213,65,3,Mifflin,Tomar la glicemia,Aumentar proteinas,2924.7,117.6,119.0,54.9,Moroccan-style chicken,Lamb dhansak,Savoury popcorn,217,417,58,Miércoles,2251.2
"Esteban Rodriguez,Hombre,124,213,65,3,Mifflin,Tomar la glicemia,Aumentar proteinas,2924.7,117.6,119.0,54.9,Chestnut and apricot stuffing,Microwave mug: Apple and cinnamon fruity porridge,""Almond, apricot and pumpkin seed granola"",147,212,187,Jueves,2251.2"
Esteban Rodriguez,Hombre,124,213,65,3,Mifflin,Tomar la glicemia,Aumentar proteinas,2924.7,117.6,119.0,54.9,Pork with creamy leek sauce,Cauliflower and leek soup,Penne with Parma ham and spring vegetables,223,161,453,Viernes,2251.2
Esteban Rodriguez,Hombre,124,213,65,3,Mifflin,Tomar la glicemia,Aumentar proteinas,2924.7,117.6,119.0,54.9,Gingerbread decorations,Minced beef and vegetable filo pie,Sea bream with spring onion and baby carrots,45,316,213,Sábado,2251.2
Esteban Rodriguez,Hombre,124,213,65,3,Mifflin,Tomar la glicemia,Aumentar proteinas,2924.7,117.6,119.0,54.9,Herby stuffed aubergines,Strawberry tart,Aubergine and courgette Parmesan bake,248,136,222,Domingo,2251.2
Ana Morales,Mujer,78,197,28,3,Mifflin,Come HC en 10 min ,Aumentar proteinas,2585.3,133.4,106.6,46.3,Salmon pâté,Cod with herby cheese topping,Mixed fish chowder,209,259,266,Lunes,1710.2
Ana Morales,Mujer,78,197,28,3,Mifflin,Come HC en 10 min ,Aumentar proteinas,2585.3,133.4,106.6,46.3,Peach and raspberry smoothie,Greek homestyle chicken,White bean and lamb stew,133,312,340,Martes,1710.2
"Ana Morales,Mujer,78,197,28,3,Mifflin,Come HC en 10 min ,Aumentar proteinas,2585.3,133.4,106.6,46.3,""Pork chops with roasted pear, apple and new potatoes"",Prawn & dill open sandwich,""Avocado, banana and cashew toast"",386,201,316,Miércoles,1710.2"
Ana Morales,Mujer,78,197,28,3,Mifflin,Come HC en 10 min ,Aumentar proteinas,2585.3,133.4,106.6,46.3,Rich fruit cake,Cheddar and leek pancakes,Chicken bravas,200,201,29,Jueves,1710.2
Ana Morales,Mujer,78,197,28,3,Mifflin,Come HC en 10 min ,Aumentar proteinas,2585.3,133.4,106.6,46.3,Cheegay of fish,Nutty chocolate truffles,Rhubarb and ginger sponge,136,62,157,Viernes,1710.2
Ana Morales,Mujer,78,197,28,3,Mifflin,Come HC en 10 min ,Aumentar proteinas,2585.3,133.4,106.6,46.3,Corn chowder with sweet potato croutons,Fruity mince,Baked cod with parsley and horseradish crust,313,289,159,Sábado,1710.2
Ana Morales,Mujer,78,197,28,3,Mifflin,Come HC en 10 min ,Aumentar proteinas,2585.3,133.4,106.6,46.3,Greek-style chicken pittas,Pho,Oriental beef stir-fry,396,241,214,Domingo,1710.2
Noelia Fernandez,Mujer,65,199,25,3,Mifflin,Mantener peso,Hacer ejercicio,2507.1,209.6,60.4,82.8,Perfect pancakes,Vegetable chilli,Venison and cranberry casserole,73,129,265,Lunes,1607.8
Noelia Fernandez,Mujer,65,199,25,3,Mifflin,Mantener peso,Hacer ejercicio,2507.1,209.6,60.4,82.8,Pork balls with tomato sauce and spaghetti,Spaghetti carbonara,Summer berry posset,486,412,113,Martes,1607.8
Noelia Fernandez,Mujer,65,199,25,3,Mifflin,Mantener peso,Hacer ejercicio,2507.1,209.6,60.4,82.8,Apple and cinnamon cake,Spicy potato wedges,Orange fruit spread,185,278,16,Miércoles,1607.8
Noelia Fernandez,Mujer,65,199,25,3,Mifflin,Mantener peso,Hacer ejercicio,2507.1,209.6,60.4,82.8,Lamb provençal,Tandoori chicken chapatti,Chicken biryani,253,311,450,Jueves,1607.8
Noelia Fernandez,Mujer,65,199,25,3,Mifflin,Mantener peso,Hacer ejercicio,2507.1,209.6,60.4,82.8,Barley pilaf with tofu,Vermicelli kheer pudding,Muesli energy bars,571,225,101,Viernes,1607.8
"Noelia Fernandez,Mujer,65,199,25,3,Mifflin,Mantener peso,Hacer ejercicio,2507.1,209.6,60.4,82.8,""Spinach, sweet potato and chickpea soup"",Lemon and herb chicken with chickpeas,Apricot porridge with toasted seeds,200,390,215,Sábado,1607.8"
Noelia Fernandez,Mujer,65,199,25,3,Mifflin,Mantener peso,Hacer ejercicio,2507.1,209.6,60.4,82.8,Sea bream with spring onion and baby carrots,Shellfish risotto,Chicken and soya bean salad,213,267,390,Domingo,1607.8
Ulises Fernandez,Hombre,128,172,48,2,Harris,Mantener peso,Aumentar proteinas,1875.3,271.8,100.9,92.9,Chocolate mousse with raspberries,Beetroot and carrot cake,Chicken butter bean and leek pie,124,157,533,Lunes,2356.1
Ulises Fernandez,Hombre,128,172,48,2,Harris,Mantener peso,Aumentar proteinas,1875.3,271.8,100.9,92.9,Lamb and sweet potato hotpot,Caramelised leek quiche,Parsnip and apple soup,288,191,236,Martes,2356.1
Ulises Fernandez,Hombre,128,172,48,2,Harris,Mantener peso,Aumentar proteinas,1875.3,271.8,100.9,92.9,Cod goujons,Vegetarian lasagne,Warm lentil and goats cheese salad,245,358,154,Miércoles,2356.1
"Ulises Fernandez,Hombre,128,172,48,2,Harris,Mantener peso,Aumentar proteinas,1875.3,271.8,100.9,92.9,Grilled Mediterranean peppers,""Chicken, mushroom and tarragon pie"",Bircher muesli,58,435,275,Jueves,2356.1"
Ulises Fernandez,Hombre,128,172,48,2,Harris,Mantener peso,Aumentar proteinas,1875.3,271.8,100.9,92.9,Chocolate mousse with raspberries,Stuffed celery bites,Pear and almond traybake,124,15,147,Viernes,2356.1
Ulises Fernandez,Hombre,128,172,48,2,Harris,Mantener peso,Aumentar proteinas,1875.3,271.8,100.9,92.9,Warm spiced tropical fruits with coconut yogurt,Lamb fillet with spiced lentil pilaf,Aubergine and chickpea curry,91,342,433,Sábado,2356.1
Ulises Fernandez,Hombre,128,172,48,2,Harris,Mantener peso,Aumentar proteinas,1875.3,271.8,100.9,92.9,Fruity chocolate traybake,Mixed vegetable and bean curry,Rainbow salad,93,252,112,Domingo,2356.1
Quintin Flores,Hombre,149,196,62,2,Harris,Bajar de peso,Bajar carbohidratos,1655.2,131.7,53.3,48.2,Savoury popcorn,Roasted peppers with feta cheese,Shellfish risotto,58,53,267,Lunes,2673.1
Quintin Flores,Hombre,149,196,62,2,Harris,Bajar de peso,Bajar carbohidratos,1655.2,131.7,53.3,48.2,Tandoori chicken chapatti,Sweet potato pudding cake,Apple & cranberry bircher muesli,311,249,289,Martes,2673.1
Quintin Flores,Hombre,149,196,62,2,Harris,Bajar de peso,Bajar carbohidratos,1655.2,131.7,53.3,48.2,Herby mackerel,Moroccan-style chicken,Cowboy-style pork and beans,280,217,368,Miércoles,2673.1
Quintin Flores,Hombre,149,196,62,2,Harris,Bajar de peso,Bajar carbohidratos,1655.2,131.7,53.3,48.2,Tofu noodle stir fry,Asparagus frittata,Tomato bagels,175,176,329,Jueves,2673.1
Quintin Flores,Hombre,149,196,62,2,Harris,Bajar de peso,Bajar carbohidratos,1655.2,131.7,53.3,48.2,Roasted chicory,Vegetable chilli,Cold-brew iced coffee,184,129,19,Viernes,2673.1
Quintin Flores,Hombre,149,196,62,2,Harris,Bajar de peso,Bajar carbohidratos,1655.2,131.7,53.3,48.2,Tzatziki,Chicken bravas,Poached spiced pears,69,29,107,Sábado,2673.1
Quintin Flores,Hombre,149,196,62,2,Harris,Bajar de peso,Bajar carbohidratos,1655.2,131.7,53.3,48.2,Welsh Leek Rarebit,Tofu stuffed mushrooms,Tandoori chicken chapatti,235,179,311,Domingo,2673.1
"Oscar Vargas,Hombre,95,178,61,3,Harris,Bajar de peso,Comer mas verduras,2080.9,229.9,176.6,42.0,Roast butternut squash and red lentil soup,""Sage, onion and sweet potato stuffing"",Steak with mushroom sauce,252,65,262,Lunes,1869.0"
Oscar Vargas,Hombre,95,178,61,3,Harris,Bajar de peso,Comer mas verduras,2080.9,229.9,176.6,42.0,Sweet potato crab cakes with green chilli dip,Roasted garlic and mushroom soup,Lower-fat cauliflower and broccoli cheese,27,172,151,Martes,1869.0
Oscar Vargas,Hombre,95,178,61,3,Harris,Bajar de peso,Comer mas verduras,2080.9,229.9,176.6,42.0,Polenta with roasted vegetables,Tomato sauce,Popcorn,315,55,34,Miércoles,1869.0
Oscar Vargas,Hombre,95,178,61,3,Harris,Bajar de peso,Comer mas verduras,2080.9,229.9,176.6,42.0,Baked cauliflower with black beans and coconut,Murgh salun (chicken curry),Chicken risotto with spring vegetables,251,328,379,Jueves,1869.0
"Oscar Vargas,Hombre,95,178,61,3,Harris,Bajar de peso,Comer mas verduras,2080.9,229.9,176.6,42.0,""Tomato, garlic and butterbean stew"",Gado gado,Char siu chicken skewers & sweet peppers,204,370,124,Viernes,1869.0"
Oscar Vargas,Hombre,95,178,61,3,Harris,Bajar de peso,Comer mas verduras,2080.9,229.9,176.6,42.0,Tuna balls with tomato sauce,Cranberry sauce,Fruit and nut bars,394,21,124,Sábado,1869.0
"Oscar Vargas,Hombre,95,178,61,3,Harris,Bajar de peso,Comer mas verduras,2080.9,229.9,176.6,42.0,""Pasta with aubergine, courgettes, ricotta and pine nuts"",Speedy salmon pasta,Seafood risotto,432,520,374,Domingo,1869.0"
David Dominguez,Hombre,197,169,41,1,Harris,Tomar la glicemia,Bajar carbohidratos,2241.6,159.8,82.4,39.5,Vegetable and chickpea tagine,Roast butternut squash and red lentil soup,Bean and mushroom enchiladas,215,252,500,Lunes,3305.8
David Dominguez,Hombre,197,169,41,1,Harris,Tomar la glicemia,Bajar carbohidratos,2241.6,159.8,82.4,39.5,Sweet pepper pancakes with tangy tomato relish,Rice and beans,Marinated tofu kebabs,39,314,93,Martes,3305.8
David Dominguez,Hombre,197,169,41,1,Harris,Tomar la glicemia,Bajar carbohidratos,2241.6,159.8,82.4,39.5,Brussels sprout gratin,Channa dahl,Mediterranean pasta salad,156,224,422,Miércoles,3305.8
David Dominguez,Hombre,197,169,41,1,Harris,Tomar la glicemia,Bajar carbohidratos,2241.6,159.8,82.4,39.5,Curried spinach with red onion and garlic,Chicken biryani,Spicy vegetable samosas,111,450,205,Jueves,3305.8
David Dominguez,Hombre,197,169,41,1,Harris,Tomar la glicemia,Bajar carbohidratos,2241.6,159.8,82.4,39.5,Marinated tofu kebabs,Vegetable chow mein,Saag aloo (spinach and potatoes),93,269,180,Viernes,3305.8
David Dominguez,Hombre,197,169,41,1,Harris,Tomar la glicemia,Bajar carbohidratos,2241.6,159.8,82.4,39.5,Potato and lentil curry,Apple and sultana rock cakes,Beetroot and carrot cake,282,188,157,Sábado,3305.8
David Dominguez,Hombre,197,169,41,1,Harris,Tomar la glicemia,Bajar carbohidratos,2241.6,159.8,82.4,39.5,Muesli energy bars,Doner kebabs,Barbecued fruit,101,360,75,Domingo,3305.8
Gustavo Campos,Hombre,113,156,45,1,Harris,Subir de peso,Revisar grasas y azucares,1248.0,269.0,118.7,88.9,Vietnamese beef salad,Apple Strudel,Berry trifle,169,118,161,Lunes,2095.4
Gustavo Campos,Hombre,113,156,45,1,Harris,Subir de peso,Revisar grasas y azucares,1248.0,269.0,118.7,88.9,Vegetable chilli,Chocolate and banana mousse,Carrot and swede mash,129,226,59,Martes,2095.4
Gustavo Campos,Hombre,113,156,45,1,Harris,Subir de peso,Revisar grasas y azucares,1248.0,269.0,118.7,88.9,Mackerel salsa wrap,Marinated monkfish,Tandoori chicken chapatti,467,342,311,Miércoles,2095.4
Gustavo Campos,Hombre,113,156,45,1,Harris,Subir de peso,Revisar grasas y azucares,1248.0,269.0,118.7,88.9,Apple & cranberry bircher muesli,Tabbouleh,Herby stuffed aubergines,289,444,248,Jueves,2095.4
Gustavo Campos,Hombre,113,156,45,1,Harris,Subir de peso,Revisar grasas y azucares,1248.0,269.0,118.7,88.9,Very berry porridge,Penne with Parma ham and spring vegetables,Baked cod with parsley and horseradish crust,348,453,159,Viernes,2095.4
Gustavo Campos,Hombre,113,156,45,1,Harris,Subir de peso,Revisar grasas y azucares,1248.0,269.0,118.7,88.9,Spiced mince and lentil stuffed peppers,Rhubarb and ginger sponge,Chicken chow mein,389,157,408,Sábado,2095.4
Gustavo Campos,Hombre,113,156,45,1,Harris,Subir de peso,Revisar grasas y azucares,1248.0,269.0,118.7,88.9,Baked eggs,Fruit and nut bars,Chargrilled fennel salad,108,124,85,Domingo,2095.4
Diana Medina,Mujer,47,141,44,1,Mifflin,Caminar,Bajar carbohidratos,2214.7,162.0,157.5,89.3,Barley and wild mushroom risotto,Rich fruit cake,Spinach and mushroom lasagne,317,200,287,Lunes,970.2
Diana Medina,Mujer,47,141,44,1,Mifflin,Caminar,Bajar carbohidratos,2214.7,162.0,157.5,89.3,Crab tagliatelle,Chicken and spinach burritos,Apricot porridge with toasted seeds,418,483,215,Martes,970.2
Diana Medina,Mujer,47,141,44,1,Mifflin,Caminar,Bajar carbohidratos,2214.7,162.0,157.5,89.3,Sticky lemon polenta cake,Vegetable pizza,Minced beef and vegetable filo pie,118,312,316,Miércoles,970.2
Diana Medina,Mujer,47,141,44,1,Mifflin,Caminar,Bajar carbohidratos,2214.7,162.0,157.5,89.3,Asparagus frittata,Spicy potato wedges,Murgh salun (chicken curry),176,278,328,Jueves,970.2
Diana Medina,Mujer,47,141,44,1,Mifflin,Caminar,Bajar carbohidratos,2214.7,162.0,157.5,89.3,Roast butternut squash and red lentil soup,Moroccan squash and aubergine tagine,Apple and raisin chelsea buns,252,182,156,Viernes,970.2
"Diana Medina,Mujer,47,141,44,1,Mifflin,Caminar,Bajar carbohidratos,2214.7,162.0,157.5,89.3,""Apple, blackberry, oat and seed crumble"",Herby lentil salad with a tomato sumac vinaigrette,Keralan-style vegetable curry,194,117,237,Sábado,970.2"
Diana Medina,Mujer,47,141,44,1,Mifflin,Caminar,Bajar carbohidratos,2214.7,162.0,157.5,89.3,Spicy roasted chickpeas,Blackcurrant and raspberry ice cream,Cod goujons,79,185,245,Domingo,970.2
Victor Lopez,Hombre,160,205,65,2,Harris,Tomar la glicemia,Comer mas verduras,1908.0,138.6,143.3,54.1,Roast chicken,Andean-style quinoa,Brussels and hash with poached egg,209,523,295,Lunes,2846.7
Victor Lopez,Hombre,160,205,65,2,Harris,Tomar la glicemia,Comer mas verduras,1908.0,138.6,143.3,54.1,Yakitori chicken,Raspberry frozen yogurt,Prawn and vegetable tempura,70,57,180,Martes,2846.7
Victor Lopez,Hombre,160,205,65,2,Harris,Tomar la glicemia,Comer mas verduras,1908.0,138.6,143.3,54.1,Minced beef and vegetable filo pie,Roasted beetroot hummus,Tomato and tuna pasta,316,149,455,Miércoles,2846.7
Victor Lopez,Hombre,160,205,65,2,Harris,Tomar la glicemia,Comer mas verduras,1908.0,138.6,143.3,54.1,Potato pancakes,Mexican turkey meatballs,Cod with tomato sauce,78,325,256,Jueves,2846.7
Victor Lopez,Hombre,160,205,65,2,Harris,Tomar la glicemia,Comer mas verduras,1908.0,138.6,143.3,54.1,Mini filo pumpkin pies,Christmas pudding,Chilli bean soup with avocado salsa,106,159,178,Viernes,2846.7
"Victor Lopez,Hombre,160,205,65,2,Harris,Tomar la glicemia,Comer mas verduras,1908.0,138.6,143.3,54.1,Spiced mince and lentil stuffed peppers,Green Thai fish curry,""Chocolate, almond and berry cake"",389,188,139,Sábado,2846.7"
"Victor Lopez,Hombre,160,205,65,2,Harris,Tomar la glicemia,Comer mas verduras,1908.0,138.6,143.3,54.1,""Pork, barley and carrot casserole"",Rich fruit cake,Baked pesto chicken with citrus couscous,271,200,596,Domingo,2846.7"
Camila Jimenez,Mujer,48,182,41,3,Mifflin,Subir de peso,Revisar grasas y azucares,2342.6,175.4,197.6,86.5,Wholemeal spinach and cheddar pancakes,Cauliflower kedgeree,Jollof rice and chicken,219,286,377,Lunes,1251.5
"Camila Jimenez,Mujer,48,182,41,3,Mifflin,Subir de peso,Revisar grasas y azucares,2342.6,175.4,197.6,86.5,Callaloo (crab and spinach soup),Paella,""Microwave mug: Chocolate, banana and almond cups"",118,404,83,Martes,1251.5"
Camila Jimenez,Mujer,48,182,41,3,Mifflin,Subir de peso,Revisar grasas y azucares,2342.6,175.4,197.6,86.5,Beefburger,Mixed bean chilli,Poached fruit crumble,321,407,331,Miércoles,1251.5
Camila Jimenez,Mujer,48,182,41,3,Mifflin,Subir de peso,Revisar grasas y azucares,2342.6,175.4,197.6,86.5,Penne with Parma ham and spring vegetables,Turkey in creamy leek and parsley sauce,Baked cod with parsley and horseradish crust,453,241,159,Jueves,1251.5
Camila Jimenez,Mujer,48,182,41,3,Mifflin,Subir de peso,Revisar grasas y azucares,2342.6,175.4,197.6,86.5,Sea bream with spring onion and baby carrots,Creamy bacon and rosemary pasta,Tandoori chicken and vegetables,213,437,318,Viernes,1251.5
"Camila Jimenez,Mujer,48,182,41,3,Mifflin,Subir de peso,Revisar grasas y azucares,2342.6,175.4,197.6,86.5,Apple and muesli smoothie,""Roasted cauliflower, paneer and chickpea curry"",Baby baked potatoes with beef and horseradish,296,352,53,Sábado,1251.5"
Camila Jimenez,Mujer,48,182,41,3,Mifflin,Subir de peso,Revisar grasas y azucares,2342.6,175.4,197.6,86.5,Parsnip and apple soup,Shakshuka,Jerk chicken with chargrilled pineapple salsa,236,259,378,Domingo,1251.5
Sergio Castillo,Hombre,88,172,54,1,Harris,Mantener peso,Hacer ejercicio,2050.8,281.8,167.5,67.3,Gingerbread decorations,One crust fruit pie,Creamy bacon and rosemary pasta,45,256,437,Lunes,1786.2
"Sergio Castillo,Hombre,88,172,54,1,Harris,Mantener peso,Hacer ejercicio,2050.8,281.8,167.5,67.3,""Microwave mug: Chocolate, banana and almond cups"",French onion soup,Spinach and rice soup,83,326,310,Martes,1786.2"
Sergio Castillo,Hombre,88,172,54,1,Harris,Mantener peso,Hacer ejercicio,2050.8,281.8,167.5,67.3,Mini summer puddings,Vegetable moussaka,Turkey and mushroom mince,190,168,223,Miércoles,1786.2
Sergio Castillo,Hombre,88,172,54,1,Harris,Mantener peso,Hacer ejercicio,2050.8,281.8,167.5,67.3,Baked veggie breakfast,Spinach and rice soup,Tomato ketchup,259,310,19,Jueves,1786.2
Sergio Castillo,Hombre,88,172,54,1,Harris,Mantener peso,Hacer ejercicio,2050.8,281.8,167.5,67.3,Rhubarb fool,Scary pumpkin soup with tombstone bread,Creamy bacon and rosemary pasta,51,272,437,Viernes,1786.2
Sergio Castillo,Hombre,88,172,54,1,Harris,Mantener peso,Hacer ejercicio,2050.8,281.8,167.5,67.3,Vegetable wrap,Brussels sprout gratin,Potato pancakes,291,156,78,Sábado,1786.2
"Sergio Castillo,Hombre,88,172,54,1,Harris,Mantener peso,Hacer ejercicio,2050.8,281.8,167.5,67.3,Summer berry crush,Marinated tofu kebabs,""Pork chops with roasted pear, apple and new potatoes"",137,93,386,Domingo,1786.2"
"Esperanza Flores,Mujer,67,186,56,1,Harris,Bajar de peso,Comer mas verduras,1770.9,291.7,123.5,60.0,Turkey and corn chowder,""Spinach, red onion and potato tortilla"",Chicken bravas,302,233,29,Lunes,1400.9"
Esperanza Flores,Mujer,67,186,56,1,Harris,Bajar de peso,Comer mas verduras,1770.9,291.7,123.5,60.0,Orange fruit spread,Thai style noodles with gingered pork,Cranberry sauce,16,545,21,Martes,1400.9
Esperanza Flores,Mujer,67,186,56,1,Harris,Bajar de peso,Comer mas verduras,1770.9,291.7,123.5,60.0,Yakitori chicken,All-in-one Asian salmon and broccoli traybake,Iced tea,70,339,0,Miércoles,1400.9
"Esperanza Flores,Mujer,67,186,56,1,Harris,Bajar de peso,Comer mas verduras,1770.9,291.7,123.5,60.0,Chicken noodles,Herby lentil salad with a tomato sumac vinaigrette,""Spinach, red onion and potato tortilla"",430,117,233,Jueves,1400.9"
"Esperanza Flores,Mujer,67,186,56,1,Harris,Bajar de peso,Comer mas verduras,1770.9,291.7,123.5,60.0,""Spinach, sweet potato and chickpea soup"",Tzatziki,Chicken balti,200,69,334,Viernes,1400.9"
Esperanza Flores,Mujer,67,186,56,1,Harris,Bajar de peso,Comer mas verduras,1770.9,291.7,123.5,60.0,Bleeding heart Halloween cake,Macaroni cheese,Vegetable ragu and pasta,153,444,421,Sábado,1400.9
Esperanza Flores,Mujer,67,186,56,1,Harris,Bajar de peso,Comer mas verduras,1770.9,291.7,123.5,60.0,Witchetty grubs in swamp juice,Seafood risotto,Tasty layered potatoes,205,374,301,Domingo,1400.9
"Alberto Ramos,Hombre,172,194,52,3,Mifflin,Caminar,Bajar carbohidratos,1460.0,106.6,141.0,66.3,""Aubergine stuffed with tofu, mushrooms and borlotti beans"",Raspberry fruit spread,Smoked salmon and chive mini tartlets,303,12,59,Lunes,2677.5"
Alberto Ramos,Hombre,172,194,52,3,Mifflin,Caminar,Bajar carbohidratos,1460.0,106.6,141.0,66.3,Veggie brunch wraps,Vegetarian lasagne,Full of fruit sundaes,216,358,137,Martes,2677.5
"Alberto Ramos,Hombre,172,194,52,3,Mifflin,Caminar,Bajar carbohidratos,1460.0,106.6,141.0,66.3,""Spaghetti with courgette, chilli and tomato"",Beef stew and dumplings,Goat's cheese and roast vegetable ciabatta,319,348,415,Miércoles,2677.5"
Alberto Ramos,Hombre,172,194,52,3,Mifflin,Caminar,Bajar carbohidratos,1460.0,106.6,141.0,66.3,Plantain chips,Crisp salmon salad,Doner kebabs,200,343,360,Jueves,2677.5
Alberto Ramos,Hombre,172,194,52,3,Mifflin,Caminar,Bajar carbohidratos,1460.0,106.6,141.0,66.3,French onion soup,Vegetable chow mein,Spicy butternut squash soup,326,269,204,Viernes,2677.5
"Alberto Ramos,Hombre,172,194,52,3,Mifflin,Caminar,Bajar carbohidratos,1460.0,106.6,141.0,66.3,Fruity oatbake,""Quark, garlic, roast red pepper and onion dip"",Chicken and lentil curry,139,112,332,Sábado,2677.5"
Alberto Ramos,Hombre,172,194,52,3,Mifflin,Caminar,Bajar carbohidratos,1460.0,106.6,141.0,66.3,Jollof rice and chicken,Spicy roasted chickpeas,Carrot kugel,377,79,164,Domingo,2677.5
Eduardo Silva,Hombre,165,219,31,2,Mifflin,Caminar,Bajar carbohidratos,2938.5,106.3,104.3,51.2,Chicken biryani,Doner kebabs,Quick chicken korma,450,360,363,Lunes,2868.8
Eduardo Silva,Hombre,165,219,31,2,Mifflin,Caminar,Bajar carbohidratos,2938.5,106.3,104.3,51.2,Chicken butter bean and leek pie,Garlic mushrooms,Carrot cake,533,35,141,Martes,2868.8
"Eduardo Silva,Hombre,165,219,31,2,Mifflin,Caminar,Bajar carbohidratos,2938.5,106.3,104.3,51.2,""Avocado, banana and cashew toast"",Pho,Chana chaat (mixed bean salad),316,241,157,Miércoles,2868.8"
"Eduardo Silva,Hombre,165,219,31,2,Mifflin,Caminar,Bajar carbohidratos,2938.5,106.3,104.3,51.2,Roasted peppers with feta cheese,Roasted chicory and orange salad,""Pasta with aubergine, courgettes, ricotta and pine nuts"",53,60,432,Jueves,2868.8"
"Eduardo Silva,Hombre,165,219,31,2,Mifflin,Caminar,Bajar carbohidratos,2938.5,106.3,104.3,51.2,Chicken and spinach burritos,Mushroom and spring onion omelette,""Goat’s cheese, beetroot and walnut salad"",483,251,219,Viernes,2868.8"
"Eduardo Silva,Hombre,165,219,31,2,Mifflin,Caminar,Bajar carbohidratos,2938.5,106.3,104.3,51.2,Moroccan lamb and chickpea burgers,""Warm bacon, flageolet bean and watercress salad"",Spiced apple polenta bites,306,163,50,Sábado,2868.8"
Eduardo Silva,Hombre,165,219,31,2,Mifflin,Caminar,Bajar carbohidratos,2938.5,106.3,104.3,51.2,Vegetable pizza,Chicken and lentil curry,Bubble and squeak,312,332,328,Domingo,2868.8
Eduardo Medina,Hombre,86,181,29,3,Harris,Bajar de peso,Aumentar proteinas,1898.6,204.1,196.3,87.7,Evesham egg muffins,Gado gado,Rainbow salad,316,370,112,Lunes,1944.5
Eduardo Medina,Hombre,86,181,29,3,Harris,Bajar de peso,Aumentar proteinas,1898.6,204.1,196.3,87.7,Brussels and hash with poached egg,Soda bread pizzetta,Mushroom pâté,295,99,67,Martes,1944.5
Eduardo Medina,Hombre,86,181,29,3,Harris,Bajar de peso,Aumentar proteinas,1898.6,204.1,196.3,87.7,Roast chicken,Mixed fish chowder,Tofu goujons,209,266,270,Miércoles,1944.5
Eduardo Medina,Hombre,86,181,29,3,Harris,Bajar de peso,Aumentar proteinas,1898.6,204.1,196.3,87.7,Salmon fishcakes,Brussels sprout gratin,Mediterranean pasta salad,681,156,422,Jueves,1944.5
Eduardo Medina,Hombre,86,181,29,3,Harris,Bajar de peso,Aumentar proteinas,1898.6,204.1,196.3,87.7,Sweet potato crab cakes with green chilli dip,Braised pork with mushrooms and butterbeans,Creamy asparagus soup,27,185,163,Viernes,1944.5
